Value,Time,Label,TrackID,ID,Embryo.Id,Treatment,TE.ICM,Identity,SpotID,UniqueID,Mitosis,MtUniqueID,X,Y,Z,TimeM,Cell_number,Stage
0.588476,4,TE_Polar,1000000001,1096,120719_p5,Control,TE,Polar TE,120719_p5_1096,120719_p51000000001,Parent,120719_p51000000001Parent,58.3662,48.5707,35.6991,15,63,32_64
0.619735,4,Deep;ICM,1000000002,1097,120719_p5,Control,ICM,ICM,120719_p5_1097,120719_p51000000002,Parent,120719_p51000000002Parent,68.7738,43.4118,26.3831,15,63,32_64
1.79747,4,Deep;ICM,1000000003,1098,120719_p5,Control,ICM,ICM,120719_p5_1098,120719_p51000000003,Parent,120719_p51000000003Parent,73.5974,48.0171,36.9466,15,63,32_64
1.14777,4,Deep;ICM,1000000004,1099,120719_p5,Control,ICM,ICM,120719_p5_1099,120719_p51000000004,Parent,120719_p51000000004Parent,84.3617,41.9285,39.7128,15,63,32_64
1.50766,4,TE_Polar,1000000005,1100,120719_p5,Control,TE,Polar TE,120719_p5_1100,120719_p51000000005,Parent,120719_p51000000005Parent,73.7554,34.6448,35.962,15,63,32_64
1.5249,4,TE_Polar,1000000006,1101,120719_p5,Control,TE,Polar TE,120719_p5_1101,120719_p51000000006,Parent,120719_p51000000006Parent,101.985,46.7432,30.4924,15,63,32_64
1.02061,4,Deep;ICM,1000000007,1102,120719_p5,Control,ICM,ICM,120719_p5_1102,120719_p51000000007,Parent,120719_p51000000007Parent,80.1208,44.9838,19.0654,15,63,32_64
1.81719,4,ICM,1000000008,1103,120719_p5,Control,ICM,ICM,120719_p5_1103,120719_p51000000008,Parent,120719_p51000000008Parent,53.5523,57.9246,34.3692,15,63,32_64
1.81697,4,Deep;ICM,1000000009,1104,120719_p5,Control,ICM,ICM,120719_p5_1104,120719_p51000000009,Parent,120719_p51000000009Parent,59.9176,63.3853,29.1518,15,63,32_64
0.752731,4,Cavity;ICM,1000000010,1105,120719_p5,Control,ICM,ICM,120719_p5_1105,120719_p51000000010,Parent,120719_p51000000010Parent,50.2312,72.9694,27.0717,15,63,32_64
1.41121,4,TE_Polar,1000000011,1106,120719_p5,Control,TE,Polar TE,120719_p5_1106,120719_p51000000011,Parent,120719_p51000000011Parent,50.7847,60.452,47.63,15,63,32_64
0.912022,4,TE_Polar,1000000012,1107,120719_p5,Control,TE,Polar TE,120719_p5_1107,120719_p51000000012,Parent,120719_p51000000012Parent,49.9544,78.3896,46.858,15,63,32_64
1.91278,4,Cavity;ICM,1000000013,1108,120719_p5,Control,ICM,ICM,120719_p5_1108,120719_p51000000013,Parent,120719_p51000000013Parent,86.625,57.4268,24.9071,15,63,32_64
1.445,4,TE_Polar,1000000014,1109,120719_p5,Control,TE,Polar TE,120719_p5_1109,120719_p51000000014,Parent,120719_p51000000014Parent,103.831,55.4896,16.0083,15,63,32_64
1.31463,4,Cavity;ICM,1000000015,1110,120719_p5,Control,ICM,ICM,120719_p5_1110,120719_p51000000015,Parent,120719_p51000000015Parent,94.3727,61.5782,14.7336,15,63,32_64
0.877126,4,Cavity;ICM,1000000016,1111,120719_p5,Control,ICM,ICM,120719_p5_1111,120719_p51000000016,Parent,120719_p51000000016Parent,100.98,56.8733,32.0582,15,63,32_64
1.19678,4,Cavity;ICM,1000000017,1112,120719_p5,Control,ICM,ICM,120719_p5_1112,120719_p51000000017,Parent,120719_p51000000017Parent,92.6442,55.7663,32.5196,15,63,32_64
1.81856,4,Cavity;ICM,1000000018,1113,120719_p5,Control,ICM,ICM,120719_p5_1113,120719_p51000000018,Parent,120719_p51000000018Parent,90.7551,50.5079,39.8639,15,63,32_64
1.62725,4,Deep;ICM,1000000019,1114,120719_p5,Control,ICM,ICM,120719_p5_1114,120719_p51000000019,Parent,120719_p51000000019Parent,78.737,52.2645,27.9214,15,63,32_64
1.95344,4,Cavity;ICM,1000000020,1115,120719_p5,Control,ICM,ICM,120719_p5_1115,120719_p51000000020,Parent,120719_p51000000020Parent,77.4518,61.5782,21.9392,15,63,32_64
1.41439,4,Deep;ICM,1000000021,1116,120719_p5,Control,ICM,ICM,120719_p5_1116,120719_p51000000021,Parent,120719_p51000000021Parent,66.0063,60.1003,17.6495,15,63,32_64
1.44733,4,Cavity;ICM,1000000022,1117,120719_p5,Control,ICM,ICM,120719_p5_1117,120719_p51000000022,Parent,120719_p51000000022Parent,69.8809,70.1871,29.7505,15,63,32_64
1.19943,4,Cavity;ICM,1000000023,1118,120719_p5,Control,ICM,ICM,120719_p5_1118,120719_p51000000023,Parent,120719_p51000000023Parent,58.5339,72.1168,39.8022,15,63,32_64
1.06173,4,Deep;ICM,1000000024,1119,120719_p5,Control,ICM,ICM,120719_p5_1119,120719_p51000000024,Parent,120719_p51000000024Parent,53.829,57.1481,18.4655,15,63,32_64
1.62833,4,Cavity;ICM,1000000025,1120,120719_p5,Control,ICM,ICM,120719_p5_1120,120719_p51000000025,Parent,120719_p51000000025Parent,79.8121,56.0431,41.3213,15,63,32_64
1.22719,4,Cavity;ICM,1000000026,1121,120719_p5,Control,ICM,ICM,120719_p5_1121,120719_p51000000026,Parent,120719_p51000000026Parent,73.3059,63.2387,47.6602,15,63,32_64
1.71242,4,Deep;ICM,1000000027,1122,120719_p5,Control,ICM,ICM,120719_p5_1122,120719_p51000000027,Parent,120719_p51000000027Parent,65.5884,56.0431,51.1879,15,63,32_64
1.27471,4,Cavity;ICM,1000000028,1123,120719_p5,Control,ICM,ICM,120719_p5_1123,120719_p51000000028,Parent,120719_p51000000028Parent,85.3366,68.4971,7.43161,15,63,32_64
1.14889,4,Cavity;ICM,1000000029,1124,120719_p5,Control,ICM,ICM,120719_p5_1124,120719_p51000000029,Parent,120719_p51000000029Parent,71.0029,76.7998,10.5821,15,63,32_64
1.29801,4,Deep;ICM,1000000030,1125,120719_p5,Control,ICM,ICM,120719_p5_1125,120719_p51000000030,Parent,120719_p51000000030Parent,80.9271,60.1944,11.2869,15,63,32_64
0.838721,4,Deep;ICM,1000000031,1126,120719_p5,Control,ICM,ICM,120719_p5_1126,120719_p51000000031,Parent,120719_p51000000031Parent,73.4122,66.8365,5.29768,15,63,32_64
1.83569,4,ICM,1000000032,1127,120719_p5,Control,ICM,ICM,120719_p5_1127,120719_p51000000032,Parent,120719_p51000000032Parent,61.3014,75.9648,19.0783,15,63,32_64
0.852684,4,TE_Polar,1000000033,1128,120719_p5,Control,TE,Polar TE,120719_p5_1128,120719_p51000000033,Parent,120719_p51000000033Parent,106.084,52.9987,53.2562,15,63,32_64
1.10924,4,Cavity;ICM,1000000034,1129,120719_p5,Control,ICM,ICM,120719_p5_1129,120719_p51000000034,Parent,120719_p51000000034Parent,89.932,52.9987,54.4313,15,63,32_64
0.98523,4,TE_Mural,1000000035,1130,120719_p5,Control,TE,Mural TE,120719_p5_1130,120719_p51000000035,Parent,120719_p51000000035Parent,114.754,66.283,19.2162,15,63,32_64
1.1159,4,TE_Mural,1000000036,1131,120719_p5,Control,TE,Mural TE,120719_p5_1131,120719_p51000000036,Parent,120719_p51000000036Parent,109.734,74.3786,10.389,15,63,32_64
0.321387,4,TE_Mural,1000000037,1133,120719_p5,Control,TE,Mural TE,120719_p5_1133,120719_p51000000037,Parent,120719_p51000000037Parent,97.2797,111.7,4.2169,15,63,32_64
0.732903,4,TE_Mural,1000000038,1134,120719_p5,Control,TE,Mural TE,120719_p5_1134,120719_p51000000038,Parent,120719_p51000000038Parent,81.6325,129.937,28.7265,15,63,32_64
0.721709,4,TE_Mural,1000000039,1135,120719_p5,Control,TE,Mural TE,120719_p5_1135,120719_p51000000039,Parent,120719_p51000000039Parent,51.615,98.2559,25.6846,15,63,32_64
0.928237,4,TE_Mural,1000000040,1136,120719_p5,Control,TE,Mural TE,120719_p5_1136,120719_p51000000040,Parent,120719_p51000000040Parent,51.8917,107.949,54.0893,15,63,32_64
1.20524,4,TE_Polar,1000000041,1138,120719_p5,Control,TE,Polar TE,120719_p5_1138,120719_p51000000041,Parent,120719_p51000000041Parent,48.7126,70.7111,13.439,15,63,32_64
1.47761,4,Deep;ICM,1000000042,1139,120719_p5,Control,ICM,ICM,120719_p5_1139,120719_p51000000042,Parent,120719_p51000000042Parent,68.8191,53.5523,11.9781,15,63,32_64
1.76223,5,TE_Polar,1000000000,1140,120719_p5,Control,TE,Polar TE,120719_p5_1140,120719_p51000000000,Parent,120719_p51000000000Parent,54.3825,49.9207,21.6749,20,63,32_64
0.838737,5,TE_Polar,1000000001,1141,120719_p5,Control,TE,Polar TE,120719_p5_1141,120719_p51000000001,Parent,120719_p51000000001Parent,59.9887,49.4009,34.9704,20,63,32_64
0.63136,5,Deep;ICM,1000000002,1142,120719_p5,Control,ICM,ICM,120719_p5_1142,120719_p51000000002,Parent,120719_p51000000002Parent,70.1576,43.3256,24.8767,20,63,32_64
1.80487,5,Deep;ICM,1000000003,1143,120719_p5,Control,ICM,ICM,120719_p5_1143,120719_p51000000003,Parent,120719_p51000000003Parent,74.512,48.5707,36.6902,20,63,32_64
1.24576,5,Deep;ICM,1000000004,1144,120719_p5,Control,ICM,ICM,120719_p5_1144,120719_p51000000004,Parent,120719_p51000000004Parent,84.0884,42.7588,39.8449,20,63,32_64
1.42273,5,TE_Polar,1000000005,1145,120719_p5,Control,TE,Polar TE,120719_p5_1145,120719_p51000000005,Parent,120719_p51000000005Parent,73.4787,36.5374,35.2143,20,63,32_64
1.76927,5,TE_Polar,1000000006,1146,120719_p5,Control,TE,Polar TE,120719_p5_1146,120719_p51000000006,Parent,120719_p51000000006Parent,102.538,45.4834,31.2793,20,63,32_64
1.02164,5,Deep;ICM,1000000007,1147,120719_p5,Control,ICM,ICM,120719_p5_1147,120719_p51000000007,Parent,120719_p51000000007Parent,81.5046,45.2195,18.5449,20,63,32_64
1.77385,5,ICM,1000000008,1148,120719_p5,Control,ICM,ICM,120719_p5_1148,120719_p51000000008,Parent,120719_p51000000008Parent,55.4896,59.932,33.9834,20,63,32_64
1.59773,5,Deep;ICM,1000000009,1149,120719_p5,Control,ICM,ICM,120719_p5_1149,120719_p51000000009,Parent,120719_p51000000009Parent,61.0247,65.0929,27.7698,20,63,32_64
0.844979,5,Cavity;ICM,1000000010,1150,120719_p5,Control,ICM,ICM,120719_p5_1150,120719_p51000000010,Parent,120719_p51000000010Parent,52.4452,74.1668,25.7472,20,63,32_64
1.34006,5,TE_Polar,1000000011,1151,120719_p5,Control,TE,Polar TE,120719_p5_1151,120719_p51000000011,Parent,120719_p51000000011Parent,52.1685,62.4474,45.6801,20,63,32_64
0.863854,5,TE_Polar,1000000012,1152,120719_p5,Control,TE,Polar TE,120719_p5_1152,120719_p51000000012,Parent,120719_p51000000012Parent,51.8917,80.3442,46.4715,20,63,32_64
2.04104,5,Cavity;ICM,1000000013,1153,120719_p5,Control,ICM,ICM,120719_p5_1153,120719_p51000000013,Parent,120719_p51000000013Parent,88.6036,57.9804,25.0863,20,63,32_64
1.50762,5,TE_Polar,1000000014,1154,120719_p5,Control,TE,Polar TE,120719_p5_1154,120719_p51000000014,Parent,120719_p51000000014Parent,105.545,55.4896,15.121,20,63,32_64
1.35541,5,Cavity;ICM,1000000015,1155,120719_p5,Control,ICM,ICM,120719_p5_1155,120719_p51000000015,Parent,120719_p51000000015Parent,96.6122,61.8549,14.5159,20,63,32_64
0.976398,5,Cavity;ICM,1000000016,1156,120719_p5,Control,ICM,ICM,120719_p5_1156,120719_p51000000016,Parent,120719_p51000000016Parent,103.247,56.3198,30.7039,20,63,32_64
1.13439,5,Cavity;ICM,1000000017,1157,120719_p5,Control,ICM,ICM,120719_p5_1157,120719_p51000000017,Parent,120719_p51000000017Parent,94.0597,55.2128,31.6296,20,63,32_64
1.66747,5,Cavity;ICM,1000000018,1158,120719_p5,Control,ICM,ICM,120719_p5_1158,120719_p51000000018,Parent,120719_p51000000018Parent,91.5941,49.9544,40.2143,20,63,32_64
1.70706,5,Deep;ICM,1000000019,1159,120719_p5,Control,ICM,ICM,120719_p5_1159,120719_p51000000019,Parent,120719_p51000000019Parent,80.3976,53.6418,27.0497,20,63,32_64
1.87593,5,Cavity;ICM,1000000020,1160,120719_p5,Control,ICM,ICM,120719_p5_1160,120719_p51000000020,Parent,120719_p51000000020Parent,79.36,62.6852,23.3366,20,63,32_64
1.42085,5,Deep;ICM,1000000021,1161,120719_p5,Control,ICM,ICM,120719_p5_1161,120719_p51000000021,Parent,120719_p51000000021Parent,68.2203,62.1317,16.2278,20,63,32_64
1.66108,5,Cavity;ICM,1000000022,1162,120719_p5,Control,ICM,ICM,120719_p5_1162,120719_p51000000022,Parent,120719_p51000000022Parent,71.5414,70.5872,30.6368,20,63,32_64
1.30726,5,Cavity;ICM,1000000023,1163,120719_p5,Control,ICM,ICM,120719_p5_1163,120719_p51000000023,Parent,120719_p51000000023Parent,59.6409,74.1953,39.6519,20,63,32_64
1.10559,5,Deep;ICM,1000000024,1164,120719_p5,Control,ICM,ICM,120719_p5_1164,120719_p51000000024,Parent,120719_p51000000024Parent,55.7663,58.6108,17.7631,20,63,32_64
1.61146,5,Cavity;ICM,1000000025,1165,120719_p5,Control,ICM,ICM,120719_p5_1165,120719_p51000000025,Parent,120719_p51000000025Parent,80.463,56.5966,41.0109,20,63,32_64
1.08613,5,Cavity;ICM,1000000026,1166,120719_p5,Control,ICM,ICM,120719_p5_1166,120719_p51000000026,Parent,120719_p51000000026Parent,74.1671,64.069,47.6383,20,63,32_64
1.72044,5,Deep;ICM,1000000027,1167,120719_p5,Control,ICM,ICM,120719_p5_1167,120719_p51000000027,Parent,120719_p51000000027Parent,67.1369,57.4268,51.6093,20,63,32_64
1.42685,5,Cavity;ICM,1000000028,1168,120719_p5,Control,ICM,ICM,120719_p5_1168,120719_p51000000028,Parent,120719_p51000000028Parent,86.64,69.6041,7.54926,20,63,32_64
1.21904,5,Cavity;ICM,1000000029,1169,120719_p5,Control,ICM,ICM,120719_p5_1169,120719_p51000000029,Parent,120719_p51000000029Parent,73.4787,77.3314,11.137,20,63,32_64
1.24658,5,Deep;ICM,1000000030,1170,120719_p5,Control,ICM,ICM,120719_p5_1170,120719_p51000000030,Parent,120719_p51000000030Parent,83.3392,60.7479,10.7983,20,63,32_64
0.942756,5,Deep;ICM,1000000031,1171,120719_p5,Control,ICM,ICM,120719_p5_1171,120719_p51000000031,Parent,120719_p51000000031Parent,75.6044,68.2203,4.4438,20,63,32_64
1.75118,5,ICM,1000000032,1172,120719_p5,Control,ICM,ICM,120719_p5_1172,120719_p51000000032,Parent,120719_p51000000032Parent,63.7922,77.2232,18.9787,20,63,32_64
0.94865,5,TE_Polar,1000000033,1173,120719_p5,Control,TE,Polar TE,120719_p5_1173,120719_p51000000033,Parent,120719_p51000000033Parent,107.1,51.8917,52.177,20,63,32_64
1.19539,5,Cavity;ICM,1000000034,1174,120719_p5,Control,ICM,ICM,120719_p5_1174,120719_p51000000034,Parent,120719_p51000000034Parent,90.452,52.722,54.1814,20,63,32_64
0.929764,5,TE_Mural,1000000035,1175,120719_p5,Control,TE,Mural TE,120719_p5_1175,120719_p51000000035,Parent,120719_p51000000035Parent,116.156,65.4528,19.1312,20,63,32_64
1.05927,5,TE_Mural,1000000036,1176,120719_p5,Control,TE,Mural TE,120719_p5_1176,120719_p51000000036,Parent,120719_p51000000036Parent,111.948,74.5213,9.63942,20,63,32_64
0.341008,5,TE_Mural,1000000037,1178,120719_p5,Control,TE,Mural TE,120719_p5_1178,120719_p51000000037,Parent,120719_p51000000037Parent,101.708,111.936,4.77581,20,63,32_64
0.725312,5,TE_Mural,1000000038,1179,120719_p5,Control,TE,Mural TE,120719_p5_1179,120719_p51000000038,Parent,120719_p51000000038Parent,86.3788,131.044,29.4809,20,63,32_64
0.765023,5,TE_Mural,1000000039,1180,120719_p5,Control,TE,Mural TE,120719_p5_1180,120719_p51000000039,Parent,120719_p51000000039Parent,54.936,100.668,25.423,20,63,32_64
0.845112,5,TE_Mural,1000000040,1181,120719_p5,Control,TE,Mural TE,120719_p5_1181,120719_p51000000040,Parent,120719_p51000000040Parent,55.4896,109.137,54.4281,20,63,32_64
1.25267,5,TE_Polar,1000000041,1183,120719_p5,Control,TE,Polar TE,120719_p5_1183,120719_p51000000041,Parent,120719_p51000000041Parent,50.8685,72.3717,14.1507,20,63,32_64
1.56321,5,Deep;ICM,1000000042,1184,120719_p5,Control,ICM,ICM,120719_p5_1184,120719_p51000000042,Parent,120719_p51000000042Parent,70.562,54.3825,12.2417,20,63,32_64
1.65355,6,TE_Polar,1000000000,1185,120719_p5,Control,TE,Polar TE,120719_p5_1185,120719_p51000000000,Parent,120719_p51000000000Parent,55.2128,53.7279,21.1979,25,63,32_64
0.691657,6,TE_Polar,1000000001,1186,120719_p5,Control,TE,Polar TE,120719_p5_1186,120719_p51000000001,Parent,120719_p51000000001Parent,59.8694,53.2755,33.2879,25,63,32_64
0.8072,6,Deep;ICM,1000000002,1187,120719_p5,Control,ICM,ICM,120719_p5_1187,120719_p51000000002,Parent,120719_p51000000002Parent,70.4344,46.071,23.3918,25,63,32_64
1.69225,6,Deep;ICM,1000000003,1188,120719_p5,Control,ICM,ICM,120719_p5_1188,120719_p51000000003,Parent,120719_p51000000003Parent,74.6659,51.3382,35.8627,25,63,32_64
1.3254,6,Deep;ICM,1000000004,1189,120719_p5,Control,ICM,ICM,120719_p5_1189,120719_p51000000004,Parent,120719_p51000000004Parent,83.8752,44.6961,39.3506,25,63,32_64
1.72583,6,TE_Polar,1000000005,1190,120719_p5,Control,TE,Polar TE,120719_p5_1190,120719_p51000000005,Parent,120719_p51000000005Parent,72.3717,38.9176,36.7286,25,63,32_64
1.65913,6,TE_Polar,1000000006,1191,120719_p5,Control,TE,Polar TE,120719_p5_1191,120719_p51000000006,Parent,120719_p51000000006Parent,102.261,46.6019,32.3327,25,63,32_64
1.06048,6,Deep;ICM,1000000007,1192,120719_p5,Control,ICM,ICM,120719_p5_1192,120719_p51000000007,Parent,120719_p51000000007Parent,82.0581,47.827,18.0205,25,63,32_64
2.01039,6,ICM,1000000008,1193,120719_p5,Control,ICM,ICM,120719_p5_1193,120719_p51000000008,Parent,120719_p51000000008Parent,56.3198,62.6772,32.2414,25,63,32_64
1.86078,6,Deep;ICM,1000000009,1194,120719_p5,Control,ICM,ICM,120719_p5_1194,120719_p51000000009,Parent,120719_p51000000009Parent,62.4084,67.8888,26.3767,25,63,32_64
0.828247,6,Cavity;ICM,1000000010,1195,120719_p5,Control,ICM,ICM,120719_p5_1195,120719_p51000000010,Parent,120719_p51000000010Parent,54.936,79.2474,24.5009,25,63,32_64
1.39329,6,TE_Polar,1000000011,1196,120719_p5,Control,TE,Polar TE,120719_p5_1196,120719_p51000000011,Parent,120719_p51000000011Parent,52.4452,67.2288,44.9715,25,63,32_64
0.904594,6,TE_Polar,1000000012,1197,120719_p5,Control,TE,Polar TE,120719_p5_1197,120719_p51000000012,Parent,120719_p51000000012Parent,54.3825,85.364,45.6539,25,63,32_64
1.91367,6,Cavity;ICM,1000000013,1198,120719_p5,Control,ICM,ICM,120719_p5_1198,120719_p51000000013,Parent,120719_p51000000013Parent,90.0623,59.3641,25.653,25,63,32_64
1.67328,6,TE_Polar,1000000014,1199,120719_p5,Control,TE,Polar TE,120719_p5_1199,120719_p51000000014,Parent,120719_p51000000014Parent,108.203,55.7663,16.6875,25,63,32_64
1.61194,6,Cavity;ICM,1000000015,1200,120719_p5,Control,ICM,ICM,120719_p5_1200,120719_p51000000015,Parent,120719_p51000000015Parent,98.3083,62.1317,15.5566,25,63,32_64
0.906548,6,Cavity;ICM,1000000016,1201,120719_p5,Control,ICM,ICM,120719_p5_1201,120719_p51000000016,Parent,120719_p51000000016Parent,102.95,56.8733,31.9175,25,63,32_64
1.17051,6,Cavity;ICM,1000000017,1202,120719_p5,Control,ICM,ICM,120719_p5_1202,120719_p51000000017,Parent,120719_p51000000017Parent,94.5579,56.8733,32.9612,25,63,32_64
1.64439,6,Cavity;ICM,1000000018,1203,120719_p5,Control,ICM,ICM,120719_p5_1203,120719_p51000000018,Parent,120719_p51000000018Parent,91.6503,51.3382,40.851,25,63,32_64
1.67439,6,Deep;ICM,1000000019,1204,120719_p5,Control,ICM,ICM,120719_p5_1204,120719_p51000000019,Parent,120719_p51000000019Parent,80.9511,55.3114,27.4607,25,63,32_64
2.06262,6,Cavity;ICM,1000000020,1205,120719_p5,Control,ICM,ICM,120719_p5_1205,120719_p51000000020,Parent,120719_p51000000020Parent,80.5002,64.6225,23.8865,25,63,32_64
1.44882,6,Deep;ICM,1000000021,1206,120719_p5,Control,ICM,ICM,120719_p5_1206,120719_p51000000021,Parent,120719_p51000000021Parent,69.0506,63.5483,16.9662,25,63,32_64
1.62235,6,Cavity;ICM,1000000022,1207,120719_p5,Control,ICM,ICM,120719_p5_1207,120719_p51000000022,Parent,120719_p51000000022Parent,72.3717,73.0483,29.2107,25,63,32_64
1.31192,6,Cavity;ICM,1000000023,1208,120719_p5,Control,ICM,ICM,120719_p5_1208,120719_p51000000023,Parent,120719_p51000000023Parent,61.0247,77.7284,38.0653,25,63,32_64
1.22531,6,Deep;ICM,1000000024,1209,120719_p5,Control,ICM,ICM,120719_p5_1209,120719_p51000000024,Parent,120719_p51000000024Parent,57.1501,62.4147,16.7274,25,63,32_64
1.7359,6,Cavity;ICM,1000000025,1210,120719_p5,Control,ICM,ICM,120719_p5_1210,120719_p51000000025,Parent,120719_p51000000025Parent,80.8074,58.5339,41.2495,25,63,32_64
1.31491,6,Cavity;ICM,1000000026,1211,120719_p5,Control,ICM,ICM,120719_p5_1211,120719_p51000000026,Parent,120719_p51000000026Parent,74.0313,66.8365,45.7923,25,63,32_64
1.74969,6,Deep;ICM,1000000027,1212,120719_p5,Control,ICM,ICM,120719_p5_1212,120719_p51000000027,Parent,120719_p51000000027Parent,67.2688,60.7479,51.6129,25,63,32_64
1.30821,6,Cavity;ICM,1000000028,1213,120719_p5,Control,ICM,ICM,120719_p5_1213,120719_p51000000028,Parent,120719_p51000000028Parent,89.0205,71.2646,8.09274,25,63,32_64
1.23071,6,Cavity;ICM,1000000029,1214,120719_p5,Control,ICM,ICM,120719_p5_1214,120719_p51000000029,Parent,120719_p51000000029Parent,76.7998,80.1103,9.70288,25,63,32_64
1.34538,6,Deep;ICM,1000000030,1215,120719_p5,Control,ICM,ICM,120719_p5_1215,120719_p51000000030,Parent,120719_p51000000030Parent,85.2543,62.6852,10.8134,25,63,32_64
0.869522,6,Deep;ICM,1000000031,1216,120719_p5,Control,ICM,ICM,120719_p5_1216,120719_p51000000031,Parent,120719_p51000000031Parent,77.6527,69.6041,3.93404,25,63,32_64
1.82234,6,ICM,1000000032,1217,120719_p5,Control,ICM,ICM,120719_p5_1217,120719_p51000000032,Parent,120719_p51000000032Parent,66.283,79.828,18.2564,25,63,32_64
0.907856,6,TE_Polar,1000000033,1218,120719_p5,Control,TE,Polar TE,120719_p5_1218,120719_p51000000033,Parent,120719_p51000000033Parent,106.395,52.722,53.0435,25,63,32_64
1.10615,6,Cavity;ICM,1000000034,1219,120719_p5,Control,ICM,ICM,120719_p5_1219,120719_p51000000034,Parent,120719_p51000000034Parent,88.7882,55.2128,55.156,25,63,32_64
0.965133,6,TE_Mural,1000000035,1220,120719_p5,Control,TE,Mural TE,120719_p5_1220,120719_p51000000035,Parent,120719_p51000000035Parent,118.389,65.176,19.7882,25,63,32_64
1.10299,6,TE_Mural,1000000036,1221,120719_p5,Control,TE,Mural TE,120719_p5_1221,120719_p51000000036,Parent,120719_p51000000036Parent,115.269,74.1368,11.1555,25,63,32_64
0.300105,6,TE_Mural,1000000037,1223,120719_p5,Control,TE,Mural TE,120719_p5_1223,120719_p51000000037,Parent,120719_p51000000037Parent,108.073,113.232,6.12369,25,63,32_64
0.690874,6,TE_Mural,1000000038,1224,120719_p5,Control,TE,Mural TE,120719_p5_1224,120719_p51000000038,Parent,120719_p51000000038Parent,91.585,132.704,28.8805,25,63,32_64
0.739783,6,TE_Mural,1000000039,1225,120719_p5,Control,TE,Mural TE,120719_p5_1225,120719_p51000000039,Parent,120719_p51000000039Parent,58.8106,103.771,23.5554,25,63,32_64
0.870657,6,TE_Mural,1000000040,1226,120719_p5,Control,TE,Mural TE,120719_p5_1226,120719_p51000000040,Parent,120719_p51000000040Parent,58.8106,113.322,54.241,25,63,32_64
1.29431,6,TE_Polar,1000000041,1228,120719_p5,Control,TE,Polar TE,120719_p5_1228,120719_p51000000041,Parent,120719_p51000000041Parent,53.6395,75.6927,12.2285,25,63,32_64
1.93742,6,Deep;ICM,1000000042,1229,120719_p5,Control,ICM,ICM,120719_p5_1229,120719_p51000000042,Parent,120719_p51000000042Parent,72.0118,55.7663,13.2036,25,63,32_64
1.83615,7,TE_Polar,1000000000,1230,120719_p5,Control,TE,Polar TE,120719_p5_1230,120719_p51000000000,Parent,120719_p51000000000Parent,61.3014,52.9243,20.6124,30,63,32_64
0.771969,7,TE_Polar,1000000001,1231,120719_p5,Control,TE,Polar TE,120719_p5_1231,120719_p51000000001,Parent,120719_p51000000001Parent,65.3774,52.4452,34.6144,30,63,32_64
1.14983,7,Deep;ICM,1000000002,1232,120719_p5,Control,ICM,ICM,120719_p5_1232,120719_p51000000002,Parent,120719_p51000000002Parent,76.2462,45.8387,23.3625,30,63,32_64
1.90697,7,Deep;ICM,1000000003,1233,120719_p5,Control,ICM,ICM,120719_p5_1233,120719_p51000000003,Parent,120719_p51000000003Parent,80.7572,50.5079,34.7622,30,63,32_64
1.29435,7,Deep;ICM,1000000004,1234,120719_p5,Control,ICM,ICM,120719_p5_1234,120719_p51000000004,Parent,120719_p51000000004Parent,88.057,43.8658,38.934,30,63,32_64
1.80077,7,TE_Polar,1000000005,1235,120719_p5,Control,TE,Polar TE,120719_p5_1235,120719_p51000000005,Parent,120719_p51000000005Parent,77.63,37.7453,35.9574,30,63,32_64
1.79532,7,TE_Polar,1000000006,1236,120719_p5,Control,TE,Polar TE,120719_p5_1236,120719_p51000000006,Parent,120719_p51000000006Parent,108.073,45.864,32.3651,30,63,32_64
1.21318,7,Deep;ICM,1000000007,1237,120719_p5,Control,ICM,ICM,120719_p5_1237,120719_p51000000007,Parent,120719_p51000000007Parent,88.1467,48.2264,17.4152,30,63,32_64
1.99162,7,ICM,1000000008,1238,120719_p5,Control,ICM,ICM,120719_p5_1238,120719_p51000000008,Parent,120719_p51000000008Parent,61.0247,61.9241,32.2261,30,63,32_64
2.09262,7,Deep;ICM,1000000009,1239,120719_p5,Control,ICM,ICM,120719_p5_1239,120719_p51000000009,Parent,120719_p51000000009Parent,67.9436,67.2222,26.016,30,63,32_64
0.903682,7,Cavity;ICM,1000000010,1240,120719_p5,Control,ICM,ICM,120719_p5_1240,120719_p51000000010,Parent,120719_p51000000010Parent,59.9176,78.0131,25.3697,30,63,32_64
1.4795,7,TE_Polar,1000000011,1241,120719_p5,Control,TE,Polar TE,120719_p5_1241,120719_p51000000011,Parent,120719_p51000000011Parent,57.7036,66.1777,45.4698,30,63,32_64
0.831343,7,TE_Polar,1000000012,1242,120719_p5,Control,TE,Polar TE,120719_p5_1242,120719_p51000000012,Parent,120719_p51000000012Parent,59.3641,84.1445,45.412,30,63,32_64
2.04369,7,Cavity;ICM,1000000013,1243,120719_p5,Control,ICM,ICM,120719_p5_1243,120719_p51000000013,Parent,120719_p51000000013Parent,94.8343,59.3641,25.3672,30,63,32_64
1.59767,7,TE_Polar,1000000014,1244,120719_p5,Control,TE,Polar TE,120719_p5_1244,120719_p51000000014,Parent,120719_p51000000014Parent,112.783,56.0431,14.9134,30,63,32_64
1.73859,7,Cavity;ICM,1000000015,1245,120719_p5,Control,ICM,ICM,120719_p5_1245,120719_p51000000015,Parent,120719_p51000000015Parent,103.991,62.1317,15.0431,30,63,32_64
